0,1,2,3,4,5,6,7,8,9,10
domestic eggs,canned beer,bottled water,waffles,,,,,,,
coffee,hamburger meat,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,bottled beer,root vegetables,,,,,,,,
tropical fruit,detergent,,,,,,,,,
white bread,bottled water,,,,,,,,,
chicken,root vegetables,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
bottled beer,packaged fruit/vegetables,,,,,,,,,
pickled vegetables,bottled water,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
newspapers,sausage,,,,,,,,,
beef,rolls/buns,,,,,,,,,
beverages,tropical fruit,,,,,,,,,
soda,pastry,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
specialty bar,candles,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
soda,red/blush wine,,,,,,,,,
misc. beverages,waffles,,,,,,,,,
soda,pastry,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
dessert,herbs,waffles,,,,,,,,
pastry,detergent,dishes,,,,,,,,
pork,other vegetables,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
whole milk,candles,,,,,,,,,
soda,citrus fruit,,,,,,,,,
chocolate,frozen fish,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
soda,red/blush wine,,,,,,,,,
white wine,citrus fruit,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
pip fruit,soda,,,,,,,,,
processed cheese,instant coffee,,,,,,,,,
yogurt,brown bread,,,,,,,,,
shopping bags,canned beer,,,,,,,,,
brown bread,tropical fruit,berries,berries,,,,,,,
rolls/buns,onions,napkins,,,,,,,,
shopping bags,cake bar,,,,,,,,,
bottled beer,berries,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
canned beer,dessert,frozen meals,,,,,,,,
yogurt,tea,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
newspapers,coffee,,,,,,,,,
white wine,bottled water,,,,,,,,,
sliced cheese,newspapers,frozen vegetables,,,,,,,,
frankfurter,berries,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
whole milk,newspapers,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
soda,salty snack,,,,,,,,,
ham,mayonnaise,,,,,,,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
beef,brown bread,,,,,,,,,
frankfurter,whole milk,shopping bags,rolls/buns,,,,,,,
margarine,pastry,,,,,,,,,
berries,whole milk,sugar,,,,,,,,
soda,rolls/buns,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
sausage,ham,shopping bags,whole milk,butter,,,,,,
white bread,processed cheese,,,,,,,,,
soap,yogurt,,,,,,,,,
whole milk,coffee,brandy,,,,,,,,
bottled beer,bottled water,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
yogurt,canned beer,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
brown bread,newspapers,,,,,,,,,
pip fruit,flour,,,,,,,,,
dessert,root vegetables,,,,,,,,,
baking powder,liqueur,,,,,,,,,
pork,sliced cheese,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
other vegetables,other vegetables,dishes,,,,,,,,
cream cheese ,frozen vegetables,pastry,bottled beer,,,,,,,
pip fruit,chocolate,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
whole milk,newspapers,,,,,,,,,
rolls/buns,margarine,soda,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
berries,pasta,soda,canned vegetables,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
liquor,fruit/vegetable juice,,,,,,,,,
sausage,soda,rolls/buns,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
soda,chocolate marshmallow,fruit/vegetable juice,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
dishes,shopping bags,brown bread,white bread,,,,,,,
pastry,female sanitary products,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
frankfurter,rolls/buns,coffee,white wine,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
canned beer,cake bar,newspapers,pastry,baking powder,yogurt,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,white bread,,,,,,,,,
onions,hamburger meat,whole milk,tropical fruit,pet care,root vegetables,yogurt,flour,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
candy,pot plants,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
root vegetables,onions,whole milk,butter,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
beef,other vegetables,,,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
citrus fruit,other vegetables,dessert,bottled beer,,,,,,,
root vegetables,shopping bags,,,,,,,,,
shopping bags,curd,,,,,,,,,
soda,margarine,,,,,,,,,
sausage,bottled beer,,,,,,,,,
hamburger meat,cookware,pastry,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
canned beer,fruit/vegetable juice,,,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
rolls/buns,salty snack,,,,,,,,,
canned beer,canned beer,,,,,,,,,
soda,other vegetables,,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
canned beer,brown bread,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
meat,other vegetables,,,,,,,,,
sausage,ice cream,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
sausage,yogurt,,,,,,,,,
margarine,processed cheese,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
specialty fat,pet care,,,,,,,,,
seasonal products,whole milk,soda,,,,,,,,
pip fruit,canned beer,,,,,,,,,
pasta,pot plants,liquor,,,,,,,,
bottled water,pastry,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
chicken,artif. sweetener,,,,,,,,,
cream cheese ,pip fruit,cat food,shopping bags,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
beverages,newspapers,newspapers,pastry,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
other vegetables,hygiene articles,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
sausage,cat food,,,,,,,,,
soft cheese,napkins,,,,,,,,,
ham,other vegetables,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
white bread,curd cheese,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
yogurt,coffee,coffee,,,,,,,,
sugar,whole milk,shopping bags,,,,,,,,
cat food,rolls/buns,,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
hard cheese,curd,,,,,,,,,
pasta,canned beer,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
soda,root vegetables,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
beverages,beverages,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
citrus fruit,syrup,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
newspapers,cookware,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
sausage,butter,cream cheese ,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
white wine,brown bread,,,,,,,,,
whole milk,onions,,,,,,,,,
coffee,other vegetables,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
pork,domestic eggs,,,,,,,,,
cat food,soda,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
hard cheese,flower soil/fertilizer,condensed milk,curd,,,,,,,
chicken,onions,white bread,,,,,,,,
meat,butter,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
pasta,newspapers,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
soda,other vegetables,other vegetables,soda,,,,,,,
prosecco,chewing gum,,,,,,,,,
other vegetables,waffles,,,,,,,,,
meat,coffee,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,root vegetables,brown bread,soda,,,,,,,
other vegetables,whole milk,,,,,,,,,
misc. beverages,bottled beer,dishes,onions,,,,,,,
onions,cat food,,,,,,,,,
rolls/buns,soda,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
margarine,margarine,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
brown bread,chocolate,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
beef,soda,,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
candy,soda,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
chicken,frozen vegetables,candy,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,sausage,frozen vegetables,pastry,,,,,,,
beef,sweet spreads,,,,,,,,,
root vegetables,grapes,,,,,,,,,
beef,curd,,,,,,,,,
citrus fruit,brown bread,snack products,napkins,,,,,,,
pork,citrus fruit,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
pork,other vegetables,,,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
cat food,whole milk,whole milk,,,,,,,,
citrus fruit,whole milk,white bread,cat food,brown bread,bottled beer,,,,,
chicken,domestic eggs,,,,,,,,,
sausage,chocolate,,,,,,,,,
candy,bottled water,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
whole milk,white wine,,,,,,,,,
white bread,coffee,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
beef,whole milk,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
napkins,photo/film,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
grapes,yogurt,hygiene articles,,,,,,,,
soda,yogurt,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
butter,specialty chocolate,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
white bread,brown bread,,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
whole milk,white bread,,,,,,,,,
bottled water,whole milk,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
beef,male cosmetics,,,,,,,,,
meat,margarine,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
pickled vegetables,Instant food products,,,,,,,,,
pork,cream cheese ,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
canned beer,other vegetables,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
soda,butter,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
soda,beef,,,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
pet care,flour,coffee,napkins,,,,,,,
pork,pastry,,,,,,,,,
pork,bottled water,,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
bottled beer,domestic eggs,,,,,,,,,
turkey,chewing gum,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
yogurt,frozen dessert,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
other vegetables,rolls/buns,bottled water,soda,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
pork,long life bakery product,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
light bulbs,yogurt,,,,,,,,,
soda,rolls/buns,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
waffles,salty snack,hard cheese,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
whole milk,long life bakery product,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
bottled water,chewing gum,,,,,,,,,
berries,other vegetables,sausage,pip fruit,rolls/buns,brown bread,sauces,,,,
whipped/sour cream,pot plants,,,,,,,,,
hamburger meat,frozen potato products,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
other vegetables,yogurt,,,,,,,,,
rolls/buns,domestic eggs,ice cream,pot plants,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
brown bread,napkins,,,,,,,,,
oil,soda,,,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
chocolate marshmallow,specialty chocolate,,,,,,,,,
canned beer,yogurt,,,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
other vegetables,dog food,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
bottled water,butter milk,,,,,,,,,
chicken,butter,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
rice,bottled beer,,,,,,,,,
sausage,curd,brown bread,,,,,,,,
root vegetables,rice,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
coffee,bottled water,liqueur,,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
beverages,red/blush wine,,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,beef,beef,rolls/buns,shopping bags,chocolate,processed cheese,brown bread,dessert,,
whole milk,whipped/sour cream,whole milk,yogurt,whipped/sour cream,,,,,,
beverages,newspapers,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sausage,pasta,bottled water,,,,,,,,
whole milk,canned vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
coffee,butter,,,,,,,,,
finished products,other vegetables,misc. beverages,coffee,rolls/buns,,,,,,
onions,whole milk,,,,,,,,,
tropical fruit,yogurt,bottled water,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
coffee,yogurt,,,,,,,,,
Instant food products,newspapers,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sugar,brown bread,,,,,,,,,
soda,pastry,,,,,,,,,
whole milk,dessert,,,,,,,,,
hamburger meat,toilet cleaner,rolls/buns,,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
pip fruit,brown bread,,,,,,,,,
sausage,newspapers,,,,,,,,,
mayonnaise,domestic eggs,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
sausage,yogurt,,,,,,,,,
nut snack,canned beer,,,,,,,,,
beef,hamburger meat,newspapers,rum,meat spreads,whipped/sour cream,,,,,
berries,chocolate marshmallow,,,,,,,,,
beef,margarine,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
sausage,butter,,,,,,,,,
coffee,dishes,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
chicken,beverages,coffee,,,,,,,,
sausage,other vegetables,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
spices,soda,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
pot plants,citrus fruit,,,,,,,,,
pork,rolls/buns,specialty bar,hygiene articles,,,,,,,
yogurt,root vegetables,,,,,,,,,
sausage,coffee,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
red/blush wine,butter,soda,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
tropical fruit,chicken,,,,,,,,,
specialty vegetables,yogurt,,,,,,,,,
pork,meat,whole milk,salty snack,whole milk,frozen potato products,processed cheese,rolls/buns,,,
other vegetables,bottled water,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
oil,flour,,,,,,,,,
soda,meat,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
beef,ice cream,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
yogurt,chocolate,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
onions,rolls/buns,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
butter,soft cheese,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
chocolate,yogurt,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
other vegetables,other vegetables,,,,,,,,,
cat food,shopping bags,,,,,,,,,
sausage,dessert,,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
yogurt,rolls/buns,,,,,,,,,
rolls/buns,rubbing alcohol,pastry,,,,,,,,
rolls/buns,oil,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
popcorn,flour,,,,,,,,,
other vegetables,domestic eggs,bottled beer,,,,,,,,
onions,UHT-milk,,,,,,,,,
pastry,cereals,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
citrus fruit,beef,rolls/buns,whole milk,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
dessert,bottled beer,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
sausage,sausage,bottled beer,spread cheese,,,,,,,
chocolate,pickled vegetables,bottled water,,,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
meat,root vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
white wine,dessert,,,,,,,,,
sausage,tropical fruit,rolls/buns,,,,,,,,
chicken,oil,chocolate,candy,,,,,,,
canned fish,cocoa drinks,,,,,,,,,
yogurt,yogurt,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
curd,coffee,baking powder,,,,,,,,
meat,liver loaf,,,,,,,,,
detergent,newspapers,other vegetables,ketchup,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
whole milk,domestic eggs,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
spices,cookware,,,,,,,,,
pork,UHT-milk,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
salt,domestic eggs,,,,,,,,,
pickled vegetables,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
frozen fish,coffee,,,,,,,,,
napkins,bags,,,,,,,,,
dishes,frozen fish,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
whole milk,flour,,,,,,,,,
tropical fruit,finished products,whole milk,fruit/vegetable juice,rolls/buns,,,,,,
other vegetables,spread cheese,,,,,,,,,
other vegetables,beef,soda,curd,butter,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
bottled water,onions,,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
sausage,brandy,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
tropical fruit,salt,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
sausage,other vegetables,fruit/vegetable juice,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
spread cheese,yogurt,soda,shopping bags,,,,,,,
margarine,frozen meals,dish cleaner,yogurt,,,,,,,
chicken,house keeping products,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
yogurt,specialty vegetables,,,,,,,,,
frankfurter,napkins,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
curd,pip fruit,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
pastry,bottled water,,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
snack products,mayonnaise,bottled water,,,,,,,,
tropical fruit,frozen potato products,vinegar,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
citrus fruit,rolls/buns,whole milk,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
canned beer,beverages,,,,,,,,,
ham,pastry,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whole milk,canned beer,,,,,,,,,
whole milk,mustard,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
newspapers,root vegetables,,,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
pip fruit,curd,,,,,,,,,
mustard,zwieback,,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
dish cleaner,pet care,,,,,,,,,
other vegetables,rolls/buns,beverages,,,,,,,,
soda,cream cheese ,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
citrus fruit,curd,,,,,,,,,
frozen vegetables,yogurt,pot plants,,,,,,,,
fruit/vegetable juice,salty snack,,,,,,,,,
whole milk,pork,,,,,,,,,
sausage,root vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,ham,butter,brown bread,pastry,spread cheese,,,,,
other vegetables,long life bakery product,,,,,,,,,
tropical fruit,candy,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
dog food,white bread,,,,,,,,,
whole milk,shopping bags,curd,,,,,,,,
sugar,canned vegetables,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
soda,sugar,,,,,,,,,
detergent,newspapers,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
ice cream,citrus fruit,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,coffee,,,,,,,,,
whole milk,margarine,rolls/buns,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
bottled beer,dog food,oil,,,,,,,,
organic sausage,pip fruit,newspapers,whipped/sour cream,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
